id,genre,track_name,artist_name,valence,energy
1M2Yl6RFxLiix6U36d8Tv4,holidays,Auld Lang Syne,Various Artists,0.664,0.131
1n3q9eF2qqOaWHBBQHLRXw,honky-tonk,I Will Always Love You - Original Version,Dolly Parton,0.156,0.142
3M1aZdmyIqNNFPE8hOKZTZ,honky-tonk,(Ghost) Riders In the Sky,Johnny Cash,0.531,0.723
3CqLvQ9fPOLtLIKb7r5ti6,honky-tonk,Good Hearted Woman,Waylon Jennings,0.644,0.568
5wZhj1LcXztboIh3T1VgMw,honky-tonk,My Son Calls Another Man Daddy,Hank Williams,0.741,0.148
2dRPQFwPqAmc42mDRnsDQu,honky-tonk,All-American Girl,Carrie Underwood,0.77,0.805
4nIwj4uuK2egtQaym18w3p,honky-tonk,"Dayum, Baby",Florida Georgia Line,0.696,0.939
16OFkCrdYH524sqvTPt6CT,honky-tonk,It Must Be Love,Alan Jackson,0.967,0.669
3nKLfeoq3YedJIZqvRW3Qz,honky-tonk,I Don't Need Your Rockin' Chair - Version w/special guests,George Jones,0.696,0.589
5N4B8MiObp4n4wh34WXYEV,honky-tonk,"Please Help Me, I'm Falling",Various Artists,0.553,0.336
0wrYPBtF2arLse3YuQNwiy,honky-tonk,Österlenvisan,Lasse Stefanz,0.962,0.939
0ew8oK4Yj8IhqE5Q7vpRvW,house,Eyes - R3hab Remix,Kaskade,0.191,0.525
4bJhvPYFBlyoUOo8ts3b6B,house,Derezzed,Daft Punk,0.142,0.728
0me7apLfP9WAdfxTFPkbZm,house,Lies - Otto Knows Remix Radio Edit,BURNS,0.483,0.793
68PDydciw4W2e16wCbr9tv,house,Infinity,Infinity Ink,0.618,0.531
4p1BSvCxbcvPaSQWZdjUqj,house,Cloud Breaker (feat. Yves V) - Basto Radio Edit,Basto,0.687,0.981
0XdC2dBoSx4eWLI1EsZKSx,house,Who Is Ready To Jump - Club Mix,Chuckie,0.562,0.829
2ZyXqOSe9F7sXQdzPhV1jz,house,Cinema - Radio Edit,Benny Benassi,0.424,0.841
2SeAX7TTJ1DobFW2fuZgbg,house,Sweet Dreams - Avicii Swede Radio Edit,Avicii,0.779,0.684
4R4Msn2uljmU66fy9Jdrtz,house,Hit It!,Sydney Blu,0.245,0.963
70H8KRBMZfiBeHHW1cWYvp,house,Welcome To The Jungle - Original Mix,Alvaro,0.0644,0.943
2XiETvwMVWdp7D5bx6jeqR,idm,Quadrature,Squarepusher,0.581,0.365
0BSJ1iQEmGibLCPMHGtdo7,idm,Lost In Thought,Jon Hopkins,0.201,0.318
2iP0WoxusUtDpnNEgewVD8,idm,Every Day,AFX,0.786,0.838
7hAmInNS31FgKrrxllY30I,idm,Arch Carrier,Autechre,0.716,0.978
4wFNUpqXnKAT3IaHcoNq1f,idm,Dead Sea,Plaid,0.0367,0.106
7wz9sFeyf7bcRHK0xoNFKp,idm,Ants,edIT,0.168,0.524
6os1lf0O8XyPqxPCBME6L5,idm,Kill Robok,Squarepusher,0.368,0.871
0c2lLKboWVC0z1OQs8EE5G,idm,Tides,Arovane,0.0831,0.519
1beB8x5zGWu7rQS7Y6jOLQ,idm,Elegiac,Jon Hopkins,0.331,0.279
6G4Iu30Hp9SHWQ1k2Fow7i,idm,Happy Cycling,Boards of Canada,0.428,0.429
4iQjcWvTDiHyRKRH5LcTh7,indian,Nai Reina,Imran Khan,0.796,0.554
3qCUXPED8J1ZhUkBbJTGZf,indian,Dheeme Dheeme,A.R. Rahman,0.53,0.386
2UqqeCF3Ad4rjeXNGEEaQn,indian,Jiya Jale,Various Artists,0.54,0.506
2LLSGLqrh5VrU4HjTam3n5,indian,Dhokha Dhadi,Pritam,0.867,0.687
2Z5IsY5dxdYZArJ1aYbaHZ,indian,Slowly Slowly,Sachin-Jigar,0.729,0.729
57BbO0Xn3N6IQsR4KwQfcV,indian,Aap Ki Dua,KK,0.769,0.748
0KX40RY5fbqZ1ADYIi79OW,indian,Zindagi Ye,Sachin Gupta,0.711,0.74
3c7JXNUeBsIzynGB9mhP4Q,indian,Pyar Diwana Hota Hai,Various Artists,0.76,0.576
2lKj3WvZpqHp3Vse8VlOI1,indian,"Race Is on My Mind (From ""Race"")",Pritam,0.539,0.943
1Vy3JKcOE5aVIstBJ2iQsq,indian,Meri Mehbooba,Nadeem Shravan,0.577,0.433
3NeiYiBn3rQBgurfVk92Zm,indie,Humility (feat. George Benson),Gorillaz,0.784,0.807
6nCLk61VK0M7ZbU7IozEwR,indie,Bros,Wolf Alice,0.222,0.921
3DPFmwFtV5ElQaTniLOdgk,indie,Hunnybee,Unknown Mortal Orchestra,0.568,0.373
0AEDv1M9FMXJGFprzukZqy,indie,Can I Sit Next to You,Spoon,0.882,0.801
6KuU2rnFYUyYzGOwcCZDT7,indie,False Confidence,Noah Kahan,0.312,0.662
2RiBogNRfulkNf7fVbPOrJ,indie,Saturday Sun,Vance Joy,0.706,0.864
6MDijuuArPJv1vbp7K1x3f,indie,Genghis Khan,Miike Snow,0.453,0.847
0Wv9Ckm088qsVkMKPH170C,indie,Shiver,Lucy Rose,0.135,0.192
6Hx7kdHB9kGdxnw2EwSx2V,indie,Million Bucks,Smallpools,0.568,0.865
7hfGhtkWBWiam6LlsIgATD,indie,Close But Not Quite,Everything Is Recorded,0.563,0.618
4fbvXwMTXPWaFyaMWUm9CR,indie-pop,Holocene,Bon Iver,0.147,0.304
0DAsxISzun85PbsqAfIzeC,indie-pop,Intro,The xx,0.152,0.778
25nzKGDiua1lE9Qo5V19GL,indie-pop,Young Blood,The Naked And Famous,0.358,0.865
2D9fFzc8V87QoyDyy8KNRv,indie-pop,Fool,Perfume Genius,0.0609,0.29
4o0NjemqhmsYLIMwlcosvW,indie-pop,The Funeral,Band of Horses,0.127,0.769
2mkv1b3dRFyiJ4Ybq31owf,indie-pop,Hunger of the Pine,alt-J,0.0741,0.413
5NTZM8YYeKM2YsGSffVIge,indie-pop,Loser,Beck,0.836,0.616
0v6WAhivOPQ4LRbm6zUY4L,indie-pop,eez-eh,Kasabian,0.747,0.9
6vBqrLmURedwYNqnT2HsCp,indie-pop,Reflektor,Arcade Fire,0.662,0.709
4VbDJMkAX3dWNBdn3KH6Wx,indie-pop,Helena Beat,Foster The People,0.736,0.876
5r1aP7FLwslGOWku4EpK31,industrial,Promised Land,In Strict Confidence,0.3,0.936
2oMXfar9Wb0Gx3Vi9R6K15,industrial,Slut,Velvet Acid Christ,0.416,0.801
5GBcRV3jO57oBp2mFVaeqM,industrial,Dancing With Tears In My Eyes,Ultravox,0.924,0.904
0KNFI0pjZqdwkCEXGXzUjb,industrial,Ascension,VNV Nation,0.234,0.859
7ttwrfe807K63aXv3VSKU1,industrial,Love Action (I Believe in Love),The Human League,0.641,0.679
51UX2d4PtjeT7mc8ENALj8,industrial,Liquid Separation,Front Line Assembly,0.731,0.907
5i1yGHFiD8JgcRMmGCY9Zb,industrial,Hellraiser (VNV Nation Remix),Suicide Commando,0.208,0.88
7ebC30VzEik9J632wCi6BI,industrial,Every Day Is Exactly The Same,Nine Inch Nails,0.425,0.933
43WFwjiWFHc8ZryT1Tz1aY,industrial,Push It,Static-X,0.504,0.977
5d2AKjxLoZX4WTojKYIid6,industrial,Television Station,Front 242,0.306,0.642
73l7xaszUM8TT63rRLCZN0,iranian,Shirin Jaan,Kourosh Yaghmaei,0.241,0.298
6CARcEoieZDAFHDqHbqa36,iranian,Shame Mahtab,Dariush,0.42,0.498
4nNX8fQ6L0SCD9PiutiNl4,iranian,Khoshgel,Afshin,0.912,0.944
016UNiHXFXXGpLEGkqhdqo,iranian,Ey Daad,Black Cats,0.9,0.863
6tfJWgcryRhancaumvkec4,iranian,Shire Khast,Reza Sadeghi,0.683,0.874
6K3agjY9Jac5uRvgMdda0a,iranian,Mahtaab(Viguen),Various Artists,0.48,0.491
7GVGnNAMafWuFFtSEFccZm,iranian,Jooni Joonom,Shahram Shabpareh,0.622,0.856
6qEEiWJwWyFtn7rfwTp8lP,iranian,To Be Man Neshoon Dadi,Kamran & Hooman,0.71,0.771
70sYntfb5ovCoW3CJZqTle,iranian,Bi Mano To,Googoosh,0.364,0.7
6iadIC7ABabX9iOj8FZ8y4,iranian,Hezar Booneh,Mahasti,0.854,0.875
2CmABgGyj743juf24IAXtn,j-dance,Deep House,Seiho,0.32,0.474
7Gh8VCJsO4kHKW0EhMtdz9,j-dance,PINK,Asako Toki,0.756,0.65
4FDdBqOTzfWfuDfODCOply,j-dance,Breathe Again,KSUKE,0.658,0.93
6z8lTMXu4YtVlpbYq0MD48,j-dance,SWG,80KIDZ,0.396,0.977
5HifYpKlwhqqBKEuqUMUYM,j-dance,Kudu (Re-Work),Various Artists,0.943,0.871
5MkK6rLvNnycbYXW9OyMjn,j-dance,明日晴れたら,SKY-HI,0.69,0.845
0BgR6jfKNeFbs5UW79D4a9,j-dance,太陽の視線,lecca,0.54,0.919
3OOkdI7yqPBvAPidBvsXuR,j-dance,ONE MINUTE OF LOVE,FPM,0.777,0.694
3RG76j3woFbCjE6hSnaPSX,j-dance,人間大統領 / Ningen President,Denki Groove,0.504,0.864
3T1QmDc2hn9jwaeQhRGQiZ,j-dance,Look Ahead (feat. N'dea Davenport) - Kyoto Jazz Massive Recreated,Various Artists,0.974,0.779
6nkJQzSqcayfLNASTQGXWw,j-idol,レリビ - FiNAL ver.,BiS,0.592,0.861
6VCUOyB9oqbiaQ9gWHJF2k,j-idol,アンバランス,Minami Takahashi,0.482,0.6
1Iv84MLST9JaaRf1jDHX9k,j-idol,口の悪い女,Ai Shinozaki,0.654,0.821
3xAWpowcPSOuPVD1fMGbqj,j-idol,Ex SUMMER,XOX,0.615,0.922
1QTxx5tyWlCXJhdhbG9syr,j-idol,READY GO!,Tokyo Girls' Style,0.643,0.818
5OGaOuMtxy3clvG2a2M9Dy,j-idol,ハピ☆デリ,LinQ,0.753,0.959
2yzGMKunYijILLrbNkBEa5,j-idol,アイドル,みやび feat. ミオヤマザキ,0.32,0.968
4Ib2PA6bo4RU6GGd6kbRsz,j-idol,気持ちだけ参加します。,BAND JA NAIMON! MAXX NAKAYOSHI,0.74,0.94
7A8qX4cA5HPt3Zh5hkOAtf,j-idol,Magiかよ!? BiliBili☆パンチライン,MAGiCAL PUNCHLiNE,0.621,0.968
4QmQmxo1loZvnmT4NJD07t,j-idol,Darling Darling,Jang Keun-suk,0.755,0.891
5Krwv9gLQuKgj00jSzomnk,j-pop,Wanderin' Destiny,Various Artists,0.189,0.699
5c1ceBcVUboh4KsNRsJQuG,j-pop,ナンカイ,Swimy,0.828,0.861
2m9VT4bmIuqYaYyz4vFLzS,j-pop,DIAMONDS,BananaLemon,0.517,0.939
7oSD1rdPsMqq02W9N1hhDV,j-pop,検索,Saku,0.676,0.973
135nqFgCykLgQHZqHspnT9,j-pop,ツキアカリのミチシルベ,Stereopony,0.804,0.926
1TtNwAy3R2NLiCpBrHbXjV,j-pop,夜明けの流星群,SCANDAL,0.572,0.859
5qCdEX3YUz9SutZrai1rWs,j-pop,Swan,[Alexandros],0.359,0.849
2NT5JeYOnoCg3T7SlzFD2M,j-pop,瞬き,Yosui Inoue,0.81,0.614
6En9Z8NKrwdICpD4FQk9sm,j-pop,ナイター,Do As Infinity,0.398,0.642
3xB8dhgdzUVq04EVCoKdV4,j-pop,バイバイ,Mashiro Shirakami,0.634,0.63
1DbthAEkflSFVajYTT2zE1,j-rock,君と向日葵,175R,0.497,0.796
5fpCXdTb93VOOYAmHUcSHB,j-rock,HELPLESS,syrup16g,0.424,0.858
2yTe4TXzC74L3svPQngQRz,j-rock,スコール,MONGOL800,0.358,0.603
3YNkLd2rBqBXQRIZfSrFzU,j-rock,PLANET,Supercar,0.298,0.814
5ksycOLeK5blOEvluOvl7v,j-rock,は?,Creep Hyp,0.61,0.932
4Wu6gZtfcLajBMQ8s9M5xu,j-rock,35℃,Kinokoteikoku,0.353,0.888
3ZLFVExsoPz2RJ3QCAK0Nf,j-rock,Dracula La,[Alexandros],0.731,0.986
5eKLn8oR9dRqHmDUB7KCHZ,j-rock,ニセモノ,syrup16g,0.143,0.747
4KW6NQOebHXQsqnCTZq5V7,j-rock,database,MAN WITH A MISSION feat. TAKUMA,0.791,0.971
2DjiJLLcPEQuim52KIgIGM,j-rock,Sun Myself,Various Artists,0.772,0.805
4YpXSKVrp8jhI7EAPV1xpF,jazz,What About Me?,Snarky Puppy,0.537,0.912
6im1fPDo7kli3LMfvTDWEV,jazz,When You're Smiling,King Oliver,0.25,0.111
5vfQK8G9uaH0RJiG0yaMrX,jazz,Taxi War- Dance,Count Basie,0.876,0.163
2uwWxQaPESir0zpeVcHRvC,jazz,Maputo,Bob James,0.74,0.513
3XPYMyW85vr0TxFcCu5fAj,jazz,Vital Transformation (with John McLaughlin) - Remastered,Mahavishnu Orchestra,0.645,0.863
3oSBVpyGQ9N3hPibpw0GkB,jazz,Peace Piece,Bill Evans,0.0652,0.0571
1EUppC8KjHBgyLKb06OlA1,jazz,Short Cut,John Basile-John Abercrombie,0.318,0.126
0XsbCr34semDxq0ZX84BCh,jazz,Easy Living,Billie Holiday,0.618,0.134
6Ya2qO1RUIFJhFMmNXJgse,jazz,The Toy Trumpet,Raymond Scott,0.607,0.314
6M2eyeYWZYUjIOLhUEGWiZ,jazz,He's My Guy,Sarah Vaughan,0.501,0.278
39i3QU3gS4c04AzSqsm6jR,k-pop,I Got Your Back,Jay Park,0.852,0.622
4pEB0ES04tvWzPlFuSfNWR,k-pop,The Boys,Girls' Generation,0.936,0.945
7uzSBQFXE98drAzMN6Jg5D,k-pop,잠실 귀요미,STi,0.647,0.537
0Efb4WSqZ9WZzqbTGxXZdS,k-pop,Don't Stop The Music,2NE1,0.494,0.888
1zJm17edwHjbRrUSVk5B5O,k-pop,사랑하다 말걸,더더 밴드(TheThE Band),0.749,0.72
4GYzejLvFm4gZdRDmMrSYz,k-pop,끝나지 않은 노래 (구주 ver.),V.A,0.405,0.318
6VyN1eW6TZLzDlRUrMv4Pm,k-pop,Bad Boy,BIGBANG,0.421,0.766
7ijlRAlJacgg88Sf9MyfDK,k-pop,그대가 없다고 해서.. 갑자기 내가 슬퍼지는 것은 아니다..,에반,0.0606,0.198
7JEQSlU7K7RC12y3gubFq7,k-pop,VITAMIN,Girls' Generation,0.651,0.898
4Sn1KnFD4nLY23wzaC1zsg,k-pop,탈,김태성,0.0369,0.0755
1v1mYOikSxGKf7hDMftGQd,kids,Cookie's Rhyming Song,Sesame Street,0.888,0.59
3D8JoB1xCsSt5tlwix7nce,kids,Ants,Banana Slug String Band,0.551,0.737
7datiYHpNDGRykZY0ta1wA,kids,Science Frontier,Monty Harper,0.909,0.515
4QyEMFfpiEXqV8PzVEaI1r,kids,Karma Police,Rockabye Baby!,0.353,0.361
2LKqUBwdGMFfxBtj9pGq4n,kids,Here We Go 'Round The Mulberry Bush,Music For Little People Choir,0.82,0.35
3dGcv579QV9azJ3nKLmGis,kids,Play Blue's Clues,Various Artists,0.593,0.684
2NZdIV0Cy7gTqNP6rSqypd,kids,Time After Time,Various Artists,0.339,0.28
24Vlue2KC3xbiLuSp4pNCG,kids,I’ve Been Working On My Letters,Kiboomu,0.86,0.392
1krKtVpFkssNdzlBjbWuON,kids,Witch Doctor - Remastered 1999,Alvin & The Chipmunks,0.969,0.579
7dqbmpVdDgjnFQdhdDrmtC,kids,Put Your Finger in the Air - Instrumental,Bob McGrath,0.578,0.154
6KzeSLDKK4DuFUHy3l9vqv,latin,Y Cambió Mi Suerte,Virlan Garcia,0.74,0.401
2TFOcFDk6m2CYJpGxuhJ3M,latin,Indestructible,Various Artists,0.841,0.846
17nOaHsTn06jxuU9NpHuFU,latin,Pa Ti,Bad Bunny,0.555,0.715
5BLrN6hNbk2svdXov96dev,latin,Mil Horas,Various Artists,0.788,0.794
7aJP1XcWcSU9w0eqSvaeZR,latin,Lo Malo - Operación Triunfo 2017,Aitana,0.964,0.737
3npbtkmTdUlRxGFxViDD0K,latin,Canta Corazón,Alejandro Fernández,0.832,0.715
4jikVslCvDrDysc3p4tFHM,latin,Vendedora de Caricias,Panteon Rococo,0.902,0.675
6yyrsrci6u2nreFlhXSy3J,latin,Tus Ojos,Los Cafres,0.815,0.48
4C2zOFgrXxfNGNpYQWIcaH,latin,Labios Compartidos,Maná,0.462,0.898
6FY8Imjs6YSglIAqnbU9mM,latin,Gimme Tha Power,Molotov,0.621,0.657
0rRMe1LBFoq5TjmT1Jye2D,latino,Hasta Abajo,Yandel,0.945,0.919
4cyYC67XY3weSVmSLdKLP8,latino,Taboo,Don Omar,0.808,0.886
7oQE9joUo0iboIrs5o1Hw4,latino,Devuelveme A Mi Chica,Hombres G,0.42,0.948
2ExpCKBxiHbgzepERl1t4D,latino,Cuando Pase el Temblor,Soda Stereo,0.758,0.539
6RlAZ8QY4LcA4DxUUIiwmn,latino,Limbo,Daddy Yankee,0.917,0.875
7v4jrUFU2mJZABndG1cTfr,latino,Adrenalina,Wisin,0.771,0.943
2jEMxGVpPpXTEtQ8kSk1Xx,latino,Me Voy,Various Artists,0.565,0.642
026diiECT9Tc4xzM8kE6uK,latino,No Me Compares,Alejandro Sanz,0.55,0.784
6cJLfIqwh0tCKRjYM3WpZ5,latino,Darte un Beso,Prince Royce,0.817,0.711
3KBQoWXuEuOpRwEMrDAdMb,latino,Dormir Soñando,El Gran Silencio,0.786,0.935
4Xsnw4ppX3mU64EhSl1NMy,malay,Akhir Cinta Abadi,Nidji,0.285,0.473
7er7WofjVw4QwPAyxH39jH,malay,Menjaga Hati,Yovie & Nuno,0.19,0.673
5VWKMYI5RhvTD1eN4pkRxD,malay,Menunggu Pagi,Peterpan,0.157,0.564
7wPi4fIZtU90oJINjit7hs,malay,Cinta Pantai Merdeka,Various Artists,0.297,0.662
434rwd6cyRWDy5AwSlxOgJ,malay,Dengarkanlah,Amy Mastura,0.399,0.407
79wX5dDh32eUMZUsV5ferK,malay,Raya Yang Sempurna,Various Artists,0.642,0.73
2GTg6B4w6Nkb05Sq1crNuw,malay,Sanam,Yasin,0.73,0.769
61vx5D0QRa4jtAWds9DTue,malay,Sendiri,Man Bai,0.603,0.845
2YiMdiqqE2fWIYuwH8Djk3,malay,Mahadewi,Padi,0.398,0.477
4jyDAFEYhayQxPjrUfVbXX,malay,Tunjuk Satu Bintang - Re-Mix,Sheila On 7,0.63,0.564
5h4UfbvVUqrRjYoBkgTHmS,mandopop,征服 - Live,那英,0.295,0.762
79OiRyrqPS6F4bnqlcLk4I,mandopop,其實都沒有,Aska Yang,0.36,0.392
06frj1GP1CgkPTIy85cmqT,mandopop,可不可以愛我,盧學叡,0.157,0.473
0ix6cO069ZVBBKA0UnU8Xx,mandopop,Fa Ru Xue,Jay Chou,0.352,0.7
2VA1HJAQL9M4rVA376xFpH,mandopop,再一遍,183 Club,0.216,0.473
3z8T8OY3BKUXuAKpYxRIMw,mandopop,灰色光的萤火虫,李桀汉,0.202,0.398
2JPvuAeiNjiI5inft1erQx,mandopop,魔幻季節,Gigi Leung,0.532,0.72
5TxvwLg25OgkKbefoYjOKE,mandopop,最後只好躺下來,黃立行,0.313,0.612
2CHTKxQr4zJl7sNJpWz18j,mandopop,四度空間,Lollipop F,0.887,0.856
4N0YnmBM4ex81ff7yKyKIz,mandopop,怎麼開始忘了,林隆璇,0.343,0.494
6vpnMc4RI046H2Pqyf8bp7,metal,Digital World,Amaranthe,0.59,0.948
2dbOYFfS7r7NAzquRvji9A,metal,Balls to the Wall,Accept,0.328,0.739
6pKA3P1JERZutikZtZpoUo,metal,Keelhauled,Alestorm,0.575,0.967
3Jx5QwNzHYxIr6wW2XHUbB,metal,Rock You Like A Hurricane,Scorpions,0.807,0.706
2h1rjzw90ZeMgbzOHJFHao,metal,What If I Was Nothing,All That Remains,0.221,0.768
2PfBSkCKZDXMsJogMT0wML,metal,Jump,Van Halen,0.774,0.822
5pnLt6PMHoPpbB7Wz3xRfO,metal,Mr. Crowley - 2002 Version,Ozzy Osbourne,0.36,0.822
60KqEUtRPr7E0Difa7hfOy,metal,Redneck,Lamb of God,0.0576,0.996
6iC4yNDnwpSJ61Sz8g6EDG,metal,Carrion,Parkway Drive,0.428,0.969
0EV08ZFYMYsc8hCwDuC97H,metal-misc,War Eternal,Arch Enemy,0.285,0.98
50r8v0uwRlhlBiy3o39DIq,metal-misc,Poison,Alice Cooper,0.285,0.893
1Ll8UuomlZEhuZYLxUz09J,metal-misc,Here I Go Again,Whitesnake,0.268,0.666
40qSFV6TIvL46ZUlsZnpih,metal-misc,Quantum Flux,Northlane,0.264,0.907
0lCwaZYSRy6q0jLmnYiQxi,metal-misc,Laid to Rest,Lamb of God,0.158,0.959
5TbTav1XIDESHNU2F2jrg2,metal-misc,Storm the Sorrow,Epica,0.255,0.887
3eEAv6q0YiHwSXZakEgvoG,metal-misc,(Don't Fear)The Reaper,Blue Öyster Cult,0.442,0.887
1ch9Iqm2hZAVCuFRseeW13,metal-misc,L'enfant sauvage,Various Artists,0.079,0.995
0QRxtcxL31dRAeiUUuENPu,metal-misc,Territory,Sepultura,0.303,0.946
1RhTHwpXT51rFPncuoqLga,metalcore,It's Our Burden to Bleed,Caliban,0.334,0.869
1Xp4ErFLJWvbwD4nl1cr98,metalcore,Life to Lifeless,Killswitch Engage,0.418,0.947
1x1NTUH1QUJEiBnkAMy0Mq,metalcore,A Greater Foundation,As I Lay Dying,0.365,0.992
0vKaCkthxp7kQFFsZinMcb,metalcore,Reckless & Relentless,Asking Alexandria,0.0742,0.994
1USgrWktVFd6bZmEGiQX86,metalcore,The Reign,blessthefall,0.412,0.918
5xrPkz6VT1oBsKwvWjANoF,metalcore,"Even If You Win, You're Still A Rat",Architects,0.125,0.966
15zUfY9L1p7bN9JsgaTAP0,metalcore,Strife,Trivium,0.309,0.987
0dbryPSqnXujLvaP6mSusO,metalcore,Fast Forward to 2012,A Day To Remember,0.676,0.939
13D36vAQxgYzwK1qI3IVGr,metalcore,King for a Day (feat. Kellin Quinn),Pierce The Veil,0.455,0.963
79SJcJOUFhie4mnZEtPwQD,metalcore,Rise Inside,Killswitch Engage,0.236,0.961
1iXFvTPFvtXcgJNIJEC05w,minimal-techno,Leadbelly,Various Artists,0.313,0.548
4bI7xOz812L1tS3Fja56we,minimal-techno,Setsa,Dixon,0.477,0.376
4xPRxqV9qCVeKLQ31NxhYz,minimal-techno,Slap,UMEK,0.0321,0.698
6aDk7IziTPNKlGxQYRnnSL,minimal-techno,Ireland,Various Artists,0.239,0.854
6mjTzjzxp2wan8jSiU0Vak,minimal-techno,Caviar,Various Artists,0.395,0.408
2ffAqj1fC0UntGmG6Igk2b,minimal-techno,Als Gäbs Kein Morgen Mehr,Various Artists,0.517,0.396
52FUxLnTVTVordU3mM3XEI,minimal-techno,Face To Face / Confronted - Slam Paragraph Mix,Slam,0.485,0.669
2xYtD40Fn6x4Au3z4vcpAM,minimal-techno,Elastrik,Gaiser,0.962,0.776
5ZhTEMjyeOIaa1ny1HzI1R,minimal-techno,Inside Us,Various Artists,0.196,0.659
4FTzm4o8upNLcKWEJepLcl,minimal-techno,Continuous DJ Mix,Various Artists,0.217,0.57
4QylPpokypCmaiCecvfrIM,movies,There Are Worse Things I Could Do,Various Artists,0.164,0.249
3SVXhtxFCNJnA4MkWF7sJp,movies,There Is a Light That Never Goes Out,Various Artists,0.836,0.69
1ESq6IldgwqvAtHncjHyMt,movies,Test Drive,John Powell,0.258,0.574
3STYntspHbnCB1KQHEgNAl,movies,The Houses of Healing (feat. Liv Tyler),Various Artists,0.0358,0.0307
5kzPAQkx6FvyiWwtY6zA6A,movies,In The Air,Mac Miller,0.402,0.379
3O9zeBmAi5JRBMSpIQGx2v,movies,A View to a Kill,Duran Duran,0.778,0.814
0J9k0wj1CPpgC6dgHUASWr,movies,Duduk Of The North,The Lyndhurst Orchestra,0.0377,0.142
2zzUpZCsVZgA7S2cr6IFwp,movies,"Can't Slow Down - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,0.964,0.096
6nkjQcHzY3A9kav7OYW0Ch,movies,Horn Of Plenty,James Newton Howard,0.261,0.602
1haQRuZnoggW6U6l5jFIj9,movies,"Reflection - From ""Mulan"" / Pop Version",Various Artists,0.248,0.226
1Tvx2wtedLW7R8KN8JjAkk,mpb,Faz Parte Do Meu Show,Cazuza,0.293,0.321
30SQCr1Iz6By3l2nlPDlEU,mpb,Vestido Estampado,Ana Carolina,0.331,0.355
6svLbrgArGrmY2YIb0WmUY,mpb,Tinindo Trincando,Novos Baianos,0.811,0.921
50Xi26HTAZRPiosBL5KOYD,mpb,Forasteiro,TIAGO IORC,0.655,0.647
27ORvmjCpkwAWgMJhLvnsW,mpb,Urubu Rei,Ana Cañas,0.243,0.62
2vCtOuMhpBtFPGiWCApObU,mpb,Girl You Move Me,Seu Jorge,0.642,0.552
512l9tXsgdeEE0OQWnscRQ,mpb,Triste É O Cara,Djavan,0.441,0.429
7yvJRDQn14svyzvRRO24Wc,mpb,O Nosso Amor A Gente Inventa (Estória Romântica),Cazuza,0.762,0.8
51QoocJkP2yIO7M2ws0VrV,mpb,Moreninha,Amado Batista,0.887,0.915
6iw0XGvbEy7QlMFqhszdXb,mpb,Little Boxes,Thais Gulin,0.653,0.233
2G8HhYKm5tuxW3HC7Mi5Ni,new-age,Planet,Kitaro,0.0377,0.178
15zUyQPa91SOSeBf3w4ofr,new-age,The Eyes Of Truth,Enigma,0.302,0.691
7BtTPMVANfpWv4r1YVx6Xk,new-age,When The Love Falls - Original,Yiruma,0.296,0.157
0ZQxMl95OVGtAWuGk3hB6q,new-age,Arinya,Enam,0.094,0.428
4Z5nS6xULYNrzJFbx1sft2,new-age,Lotus,Rolf Løvland,0.0395,0.233
46IsxHHp6DvcU4fE7Yx1WH,new-age,Well Balanced,Oliver Shanti & Friends,0.449,0.637
3bidbhpOYeV4knp8AIu8Xn,new-age,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,0.847,0.922
3OeszE42iVjHwaypQcQmcw,new-age,The Champions,ERA,0.199,0.464
5YNUF9XA2H4FyUUX391NDs,new-age,Silver Inches,Enya,0.529,0.283
41mdoloLSJVYqW8OPmv9IX,new-age,Vajra Guru Mantra,Various Artists,0.166,0.218
44cHg0JIrS144r7qLupD9o,new-release,Hollow,Tori Kelly,0.351,0.527
5BtwZ441YUmUFzNDItE5nI,new-release,Solid (feat. Babyface),Ty Dolla $ign,0.691,0.433
0375PEO6HIwCHx5Y2sowQm,new-release,Waste The Night,5 Seconds of Summer,0.323,0.904
2w1FUzusLkDiSXqpWNcnhR,new-release,Broke Me in Two,2001,0.864,0.804
5DNiREaQ1nrgi7Ckf8kuMP,new-release,Infinite High,Panama Wedding,0.875,0.882
6HtYcBQNHDfMBh50NZnjBp,new-release,Bad Idea,Sara Bareilles,0.787,0.889
1PhvTwusCB7hHCLrP8mrll,new-release,Wolfpack,TĀLĀ,0.403,0.497
4NtdkNudAf9vuF9zzpeJiL,new-release,Hot,POWERS,0.545,0.881
62WXjNnIqmHfcTIg6A2joZ,new-release,Instinct,RITUAL,0.236,0.494
0ENSn4fwAbCGeFGVUbXEU3,new-release,Hello,Adele,0.289,0.451
0oCPY5c9SJdvNryT9sj3R9,opera,"Andrea Chénier / Act 4: Vicino a te s'acqueta - Live At Central Park, New York/2011",Andrea Bocelli,0.103,0.337
59tep1m0w5T04FTjcfey3m,opera,"Rigoletto / Act III: ""La donna è mobile"" (Rigoletto)",Various Artists,0.24,0.11
1WmEC0afDTqApN9vkgvi9G,opera,The Prayer (with Charlotte Church),Josh Groban,0.152,0.351
2tZZK5ej44T8B41HZKXVCm,opera,"Parlami d'amore, Mariù - Live",José Carreras,0.206,0.242
